question,source,question_id,subfield,cutoff_year,cutoff_date,control_subtype,txt_n_words,txt_n_entities,txt_n_numbers,txt_has_causal,txt_has_comparison,txt_has_mechanism,txt_has_measurable,txt_has_alternatives,txt_has_falsification,txt_is_yesno,txt_specificity,ev_top1_sim,ev_top5_mean_sim,ev_n_similar,ev_n_instruments,ev_tension_density,ev_age_mean,ev_age_std,ev_recency_share,ev_native_n_papers,ev_native_year_spread,ev_has_native_record,nov_nn_sim,nov_semantic_distance,nov_mean_top10_sim,nov_pair_doc_count,nov_new_pair,nov_review_overlap,fal_outcome_variable,fal_competing_rule,fal_quant_threshold,fal_named_dataset,tra_n_facilities_mentioned,tra_n_facilities_operational,tra_mentions_future_facility,tra_needs_new_instrument,tra_archival_data,tra_longitudinal,tra_needs_theory,tra_sample_scale,env_pub_volume_3y,env_pub_share_3y,env_growth_ratio,env_review_count_3y,env_years_to_next_facility,env_facility_within_3y,fal_observable,fal_competing_llm,fal_quant_test,fal_falsification_path,future_paper_count,future_paper_count_weak,first_follow_up_date,lead_time_months,review_recognition,addressed,answer_status,n_direct,n_adjacent,premise_status,confidence,judge_model,y_addressed
"In what ways do the atmospheric characteristics of the hot Jupiter HD 209458b inform our understanding of the atmospheric conditions of the low-mass planet Gl 581c, despite their differing mass and host star types?",control,exoplanet_atmospheres-2014-021,exoplanet_atmospheres,2014,2014-12-31,random_pair,34,2,0,0,1,0,1,0,0,0,3,0.13699055776746363,0.11522239886239698,0,2,0.1,2.7,2.6095976701399777,0.5,0,0,0,0.13699055776746363,0.8630094422325364,0.10321805024960766,0,1,0.094547922038282,1,0,0,0,0,0,0,0,0,0,0,0,466,0.010938710358911762,1.5618729096989967,2,4.0,0,1,0,0,0,0,1,,,False,False,not_addressed,0,7,intact,1.0,gpt-4o,0
What is the nature of the interactions between exoplanet atmospheres and their host stars?,control,exoplanet_atmospheres-2014-022,exoplanet_atmospheres,2014,2014-12-31,vague,14,0,0,0,0,0,0,0,0,0,0,0.21214174426761867,0.17971254914184534,4,4,0.0,2.5,2.247220505424423,0.6,0,0,0,0.21214174426761867,0.7878582557323813,0.15800894593930542,3,0,0.2037099386459666,0,0,0,0,0,0,0,0,0,0,0,0,466,0.010938710358911762,1.5618729096989967,2,4.0,0,1,0,0,0,2,11,2017-06-21,30.0,False,True,partially_addressed,5,3,intact,1.0,gpt-4o,1
How might the secondary eclipse depth measurements in the H and Ks-bands reflect the underlying physical processes governing exoplanetary atmospheres?,control,exoplanet_atmospheres-2014-023,exoplanet_atmospheres,2014,2014-12-31,untestable,20,0,0,0,0,1,0,0,0,0,0,0.16528906619662456,0.14805901579947936,2,2,0.2,2.2,1.4,0.6,0,0,0,0.16528906619662456,0.8347109338033755,0.13865479019969487,0,1,0.07514045256526083,0,0,0,0,0,0,0,0,0,0,0,0,466,0.010938710358911762,1.5618729096989967,2,4.0,0,1,0,1,1,0,5,,,False,True,partially_addressed,4,3,intact,1.0,gpt-4o,1
"Could it be possible that the atmospheric compositions of hot Jupiters are fundamentally different from those of other exoplanets, challenging the prevailing assumptions about their similarities?",control,exoplanet_atmospheres-2014-024,exoplanet_atmospheres,2014,2014-12-31,consensus_challenge,26,0,0,0,1,0,0,0,0,1,0,0.1257288516508883,0.10959781111878794,0,2,0.0,3.3,2.193171219946131,0.4,0,0,0,0.1257288516508883,0.8742711483491117,0.09661053395635098,1,0,0.11079103417534011,0,0,0,0,0,0,0,0,0,0,0,0,466,0.010938710358911762,1.5618729096989967,2,4.0,0,1,0,0,0,0,1,,,False,True,partially_addressed,1,7,intact,0.9,gpt-4o,1
"What are the underlying reasons for the discrepancies between the gas and dust outer radii in protoplanetary disks, as indicated by millimeter observations and previous models?",evidence_tension,protoplanetary_disks-2014-000,protoplanetary_disks,2014,2014-12-31,,26,0,0,0,0,0,1,0,0,0,1,0.1560667796459773,0.1427813528448281,2,4,0.4,1.8,1.661324772583615,0.8,4,4,1,0.1560667796459773,0.8439332203540227,0.13509497813039,0,1,0.12692391902524686,1,0,0,0,0,0,0,0,0,0,1,0,1401,0.0328865519588742,1.2201914708442123,25,0.0,1,1,0,0,0,1,1,2015-11-23,11.0,False,True,partially_addressed,1,7,intact,0.9,gpt-4o,1
"How do the scattering properties of small grains in protoplanetary disks vary with different root compositions and depletion levels, and what mechanisms are responsible for the observed discrepancies between scattered light and thermal emission in H-band images?",evidence_tension,protoplanetary_disks-2014-001,protoplanetary_disks,2014,2014-12-31,,37,0,0,1,1,1,0,0,0,0,0,0.17841558267163002,0.16411247667233758,5,6,0.3,2.0,1.61245154965971,0.8,3,1,1,0.17841558267163002,0.82158441732837,0.15359328732042932,1,0,0.10345980855429907,0,0,0,0,0,0,0,0,0,0,0,0,1401,0.0328865519588742,1.2201914708442123,25,0.0,1,1,0,0,0,3,27,2015-10-19,10.0,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
"What are the physical properties and evolutionary characteristics of debris disks around A stars compared to those around FGK stars, and how do these differences affect the thermal emission and dust composition observed in these disks?",evidence_tension,protoplanetary_disks-2014-002,protoplanetary_disks,2014,2014-12-31,,36,0,0,0,1,0,0,0,0,0,0,0.2465735694016259,0.2006865093103852,12,3,0.3,3.8,2.2715633383201093,0.4,4,6,1,0.2465735694016259,0.7534264305983741,0.1830489904486696,0,1,0.2465735694016259,0,0,0,0,0,0,0,0,0,0,0,0,1401,0.0328865519588742,1.2201914708442123,25,0.0,1,1,0,0,0,2,33,2015-01-15,1.0,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
What are the specific physical conditions and parameters in protoplanetary disks that reconcile the observed chondrule and refractory inclusion formation with the constraints on meteorite parent body formation and the radial drift efficiency?,evidence_tension,protoplanetary_disks-2014-003,protoplanetary_disks,2014,2014-12-31,,33,0,0,0,0,0,0,0,0,0,0,0.1626935162428798,0.14599424901087657,2,0,0.2,2.6,2.615339366124404,0.6,4,6,1,0.1626935162428798,0.8373064837571202,0.13129177451577878,0,1,0.06991270905301228,0,0,0,0,0,0,0,0,0,0,0,0,1401,0.0328865519588742,1.2201914708442123,25,0.0,1,1,0,0,0,0,10,,,False,True,partially_addressed,3,3,intact,0.9,gpt-4o,1
"What are the physical properties and distribution of dust in protoplanetary disks that lead to the observed near-infrared excess emissions, and how do these properties correlate with the presence of Li-depleted stars in nearby star forming regions?",evidence_tension,protoplanetary_disks-2014-004,protoplanetary_disks,2014,2014-12-31,,37,0,0,1,1,0,0,0,0,0,0,0.23318125899756614,0.17049866682176182,4,2,0.1,3.9,2.211334438749598,0.3,4,7,1,0.23318125899756614,0.7668187410024339,0.1532320847040248,0,1,0.13672382345538642,0,0,0,0,0,0,0,0,0,0,0,0,1401,0.0328865519588742,1.2201914708442123,25,0.0,1,1,0,0,0,0,21,,,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
"What are the underlying mechanisms causing the high dust luminosity in the anomalous systems HD3003, HD38678, HD115892, and HD172555, and how do these mechanisms relate to the observed gas accretion rates and dust masses in protoplanetary disks?",evidence_tension,protoplanetary_disks-2014-005,protoplanetary_disks,2014,2014-12-31,,37,4,0,1,0,1,1,0,0,0,5,0.27869251415655455,0.15949067256981936,2,6,0.3,3.1,2.1656407827707715,0.3,3,4,1,0.27869251415655455,0.7213074858434454,0.12326344565550165,1,0,0.06139930242493402,1,0,0,0,0,0,0,0,0,0,0,0,1401,0.0328865519588742,1.2201914708442123,25,0.0,1,1,0,0,0,0,5,,,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
"What are the physical mechanisms that allow for the survival and origin of specific grain types in protoplanetary disks around stars of varying ages, given the discrepancies in observed abundances and the non-detection of certain spectral lines?",evidence_tension,protoplanetary_disks-2014-006,protoplanetary_disks,2014,2014-12-31,,37,0,0,1,0,1,0,0,0,0,0,0.13196212405260555,0.12807877628352832,0,3,0.3,3.6,2.5377155080899043,0.5,4,5,1,0.13196212405260555,0.8680378759473945,0.12519884302145595,0,1,0.11889136773156833,0,0,0,0,0,0,0,0,0,0,0,0,1401,0.0328865519588742,1.2201914708442123,25,0.0,1,1,0,0,0,0,5,,,False,True,partially_addressed,2,6,intact,0.9,gpt-4o,1
"How does the mass of protoplanetary disks in different stellar age environments compare to theoretical predictions, and what factors contribute to the observed systematic underestimation of disk mass by a factor of 3 - 5?",evidence_tension,protoplanetary_disks-2014-007,protoplanetary_disks,2014,2014-12-31,,35,0,2,0,1,0,1,0,0,0,3,0.26689303133602893,0.16737031502793465,2,3,0.1,3.0,2.280350850198276,0.3,2,4,1,0.26689303133602893,0.7331069686639711,0.14370587006928365,0,1,0.08062421392798237,1,0,1,0,0,0,0,0,0,0,1,0,1401,0.0328865519588742,1.2201914708442123,25,0.0,1,1,0,1,1,0,4,,,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
How do the observed period ratio distributions of exoplanets in diverse planetary systems challenge existing theories of planet formation and evolution?,evidence_tension,protoplanetary_disks-2014-008,protoplanetary_disks,2014,2014-12-31,,21,0,0,0,0,0,1,0,0,0,1,0.2030892114126821,0.17628758063854105,5,2,0.3,2.8,2.1354156504062622,0.5,4,7,1,0.2030892114126821,0.7969107885873179,0.16089283035528767,1,0,0.12275142167130232,1,0,0,0,0,0,0,0,0,0,0,0,1401,0.0328865519588742,1.2201914708442123,25,0.0,1,1,0,0,0,0,25,,,False,False,not_addressed,0,8,intact,0.9,gpt-4o,0
"What are the specific mechanisms that lead to the unexpected orbital elements of extrasolar planets, and how do these mechanisms reconcile with the observed distribution of gas giants at distances greater than 1 AU from their host stars?",evidence_tension,protoplanetary_disks-2014-009,protoplanetary_disks,2014,2014-12-31,,38,0,1,1,1,1,0,0,0,0,1,0.16814861942058096,0.14806369222090035,2,1,0.2,3.1,2.879236009777594,0.5,4,7,1,0.16814861942058096,0.831851380579419,0.13986654631816564,1,0,0.07645698971474395,0,0,1,0,0,0,0,0,0,0,0,0,1401,0.0328865519588742,1.2201914708442123,25,0.0,1,1,0,0,0,0,11,,,False,True,partially_addressed,1,7,intact,0.9,gpt-4o,1
What are the precise mechanisms and conditions that lead to the formation of planetesimals from dust aggregates in protoplanetary disks?,direct_llm,protoplanetary_disks-2014-010,protoplanetary_disks,2014,2014-12-31,,20,0,0,1,0,1,0,0,0,0,0,0.2136669436117351,0.20038540117994877,17,0,0.0,2.5,2.0615528128088303,0.5,0,0,0,0.2136669436117351,0.7863330563882649,0.18478902386077461,1,0,0.12140887281589609,0,0,0,0,0,0,0,0,0,0,0,0,1401,0.0328865519588742,1.2201914708442123,25,0.0,1,1,0,0,0,5,35,2016-06-22,18.0,False,True,partially_addressed,2,6,intact,0.9,gpt-4o,1
How do the physical and chemical processes within protoplanetary disks influence the diversity of planetary systems observed around different types of stars?,direct_llm,protoplanetary_disks-2014-011,protoplanetary_disks,2014,2014-12-31,,22,0,0,0,1,1,0,0,0,0,0,0.23170223848057514,0.1975015325640463,17,0,0.0,2.0,0.7745966692414834,0.7,0,0,0,0.23170223848057514,0.7682977615194249,0.1798908811804048,2,0,0.12215111731225628,0,0,0,0,0,0,0,0,0,0,0,0,1401,0.0328865519588742,1.2201914708442123,25,0.0,1,1,0,0,0,3,33,2016-11-29,23.0,False,False,not_addressed,0,7,intact,1.0,gpt-4o,0
"What role do magnetic fields play in the dynamics and evolution of protoplanetary disks, particularly in relation to angular momentum transport and planet formation?",direct_llm,protoplanetary_disks-2014-012,protoplanetary_disks,2014,2014-12-31,,24,0,0,0,0,0,0,0,0,0,0,0.24164296180737177,0.22037048103597434,36,0,0.1,3.4,3.1368774282716245,0.5,0,0,0,0.24164296180737177,0.7583570381926282,0.20858405775763228,4,0,0.13953830815026527,0,0,0,0,0,0,0,0,0,0,0,0,1401,0.0328865519588742,1.2201914708442123,25,0.0,1,1,0,0,0,9,50,2015-01-16,1.0,False,True,partially_addressed,3,5,intact,0.9,gpt-4o,1
How do interactions between forming planets and their surrounding disks affect the migration patterns and final orbits of these planets?,direct_llm,protoplanetary_disks-2014-013,protoplanetary_disks,2014,2014-12-31,,20,0,0,0,0,0,0,0,0,0,0,0.20065057770794714,0.16839292735661596,7,1,0.0,3.1,1.7,0.4,0,0,0,0.20065057770794714,0.7993494222920529,0.15887136431279691,1,0,0.11092227650841358,0,0,0,0,0,0,0,0,0,0,0,0,1401,0.0328865519588742,1.2201914708442123,25,0.0,1,1,0,0,0,0,27,,,False,True,partially_addressed,3,5,intact,0.9,gpt-4o,1
"What are the long-term evolutionary pathways of protoplanetary disks, and how do they transition into debris disks, particularly in the context of planet formation and survival?",direct_llm,protoplanetary_disks-2014-014,protoplanetary_disks,2014,2014-12-31,,26,0,0,0,0,0,0,0,0,0,0,0.1564893915050665,0.14292810065419187,1,3,0.1,2.9,2.6248809496813377,0.5,0,0,0,0.1564893915050665,0.8435106084949335,0.13542484176964542,0,1,0.10511084058193716,0,0,0,0,0,0,0,0,0,1,0,0,1401,0.0328865519588742,1.2201914708442123,25,0.0,1,1,0,0,0,0,12,,,False,True,partially_addressed,2,6,intact,0.9,gpt-4o,1
What is the process through which massive stars form?,future_work,protoplanetary_disks-2014-015,protoplanetary_disks,2014,2014-12-31,,9,0,0,0,0,1,0,0,0,0,0,0.1893424479356872,0.17237341647723076,7,2,0.0,3.5,2.6551836094703507,0.4,0,0,0,0.1893424479356872,0.8106575520643128,0.16036467393431877,80,0,0.11830521293199675,0,0,0,0,0,0,0,0,0,0,0,0,1401,0.0328865519588742,1.2201914708442123,25,0.0,1,1,0,0,0,3,40,2016-09-12,21.0,False,True,partially_addressed,2,0,intact,1.0,gpt-4o,1
What accounts for the discrepancies in the derived magnitude of turbulence between local and global simulations of magneto-rotationally unstable disks?,future_work,protoplanetary_disks-2014-016,protoplanetary_disks,2014,2014-12-31,,20,0,0,0,0,0,1,0,0,0,1,0.2896265583989682,0.2001091172166693,6,1,0.2,3.1,1.9209372712298547,0.4,0,0,0,0.2896265583989682,0.7103734416010318,0.16965514939917087,0,1,0.045187988334708676,1,0,0,0,0,0,0,0,0,0,1,0,1401,0.0328865519588742,1.2201914708442123,25,0.0,1,1,0,0,0,0,3,,,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
What is the origin of the intense activity and strong stellar winds observed in Herbig Ae/Be stars?,future_work,protoplanetary_disks-2014-017,protoplanetary_disks,2014,2014-12-31,,17,0,0,1,0,0,0,0,0,0,0,0.23566708395196467,0.2235880499124118,19,1,0.0,5.4,2.154065922853802,0.1,0,0,0,0.23566708395196467,0.7643329160480353,0.20663886289685096,4,0,0.17121422814672865,0,0,0,0,0,0,0,0,0,0,0,0,1401,0.0328865519588742,1.2201914708442123,25,0.0,1,1,0,0,0,7,42,2015-03-10,3.0,True,True,partially_addressed,4,4,intact,1.0,gpt-4o,1
"What are the orbital parameters of T Tau Sb, and is it on a highly elliptical orbit or escaping from the system?",future_work,protoplanetary_disks-2014-018,protoplanetary_disks,2014,2014-12-31,,22,0,0,0,0,0,0,0,0,0,0,0.4869618361817927,0.24309703081060824,3,2,0.0,5.2,1.661324772583615,0.1,0,0,0,0.4869618361817927,0.5130381638182073,0.17282222057933638,1,0,0.045406310826213624,0,0,0,0,0,0,0,0,0,0,0,0,1401,0.0328865519588742,1.2201914708442123,25,0.0,1,1,0,1,1,2,5,2015-05-21,5.0,False,True,answered,2,0,intact,1.0,gpt-4o,1
What is the origin of the low visibilities observed in the inner disk structure?,future_work,protoplanetary_disks-2014-019,protoplanetary_disks,2014,2014-12-31,,14,0,0,1,0,0,0,0,0,0,0,0.23997009797380292,0.2077000467322895,14,3,0.0,3.8,2.4,0.4,0,0,0,0.23997009797380292,0.7600299020261971,0.18598367476953717,10,0,0.1163623486578241,0,0,0,0,0,0,0,0,0,0,0,0,1401,0.0328865519588742,1.2201914708442123,25,0.0,1,1,0,0,0,1,16,2017-09-14,33.0,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
How do the structural parameters of circumstellar disks and envelopes influence the evolution of protostellar disc models that incorporate fragmentation and embryo dynamics?,control,protoplanetary_disks-2014-020,protoplanetary_disks,2014,2014-12-31,random_pair,23,0,0,0,0,0,0,0,0,0,0,0.17945494272566875,0.1704660047530776,5,1,0.0,2.5,1.857417562100671,0.5,0,0,0,0.17945494272566875,0.8205450572743312,0.15237442956194577,1,0,0.13687601720255616,0,0,0,0,0,0,0,0,0,0,1,0,1401,0.0328865519588742,1.2201914708442123,25,0.0,1,1,0,0,0,0,5,,,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
What is the relationship between the reduction in RV amplitude observed in very young stars at longer wavelengths and the influence of initial chemical abundances on nitrogen species dominance during disk formation?,control,protoplanetary_disks-2014-021,protoplanetary_disks,2014,2014-12-31,random_pair,32,0,0,0,0,0,1,0,0,0,1,0.2786289243187053,0.18319963836706235,3,1,0.1,1.4,1.562049935181331,0.8,0,0,0,0.2786289243187053,0.7213710756812948,0.14830986621848233,0,1,0.15575751029131554,1,0,0,0,0,0,0,0,0,0,0,0,1401,0.0328865519588742,1.2201914708442123,25,0.0,1,1,0,0,0,1,3,2019-01-15,49.0,False,False,not_addressed,0,6,intact,1.0,gpt-4o,0
What is the nature of the interactions between protoplanetary disks and the processes that govern planet formation?,control,protoplanetary_disks-2014-022,protoplanetary_disks,2014,2014-12-31,vague,17,0,0,0,0,1,0,0,0,0,0,0.17773026126996797,0.14262091018088857,1,1,0.0,3.6,2.576819745345025,0.4,0,0,0,0.17773026126996797,0.8222697387300321,0.13293095243652936,0,1,0.12397109953384887,0,0,0,0,0,0,0,0,0,0,0,0,1401,0.0328865519588742,1.2201914708442123,25,0.0,1,1,0,0,0,0,9,,,False,True,partially_addressed,3,5,intact,0.9,gpt-4o,1
How might the constraints on time-scales and planet radius derived from theoretical models reshape our understanding of the mechanisms behind planet formation?,control,protoplanetary_disks-2014-023,protoplanetary_disks,2014,2014-12-31,untestable,22,0,0,1,0,1,1,0,0,0,1,0.25221973920257384,0.18636835117131317,6,0,0.0,2.6,1.8547236990991407,0.5,0,0,0,0.25221973920257384,0.7477802607974262,0.16683529834041777,9,0,0.09489410559025487,1,0,0,0,0,0,0,0,0,0,1,0,1401,0.0328865519588742,1.2201914708442123,25,0.0,1,0,0,0,0,1,10,2015-12-15,12.0,False,False,not_addressed,0,7,intact,0.9,gpt-4o,0
Could the presence of fluorescent molecular hydrogen emission in outflows from protoplanetary disks suggest alternative mechanisms for planet formation that challenge the current consensus?,control,protoplanetary_disks-2014-024,protoplanetary_disks,2014,2014-12-31,consensus_challenge,24,0,0,1,0,1,0,0,0,1,0,0.16716941501578605,0.13323308910413803,1,2,0.0,3.5,2.5787593916455256,0.4,0,0,0,0.16716941501578605,0.8328305849842139,0.11846959298218514,0,1,0.11046697576915326,0,0,0,0,0,0,0,0,0,0,0,0,1401,0.0328865519588742,1.2201914708442123,25,0.0,1,1,1,1,1,0,5,,,False,True,partially_addressed,2,5,intact,0.9,gpt-4o,1
What are the specific contributions of stellar activity and metallicity to the discrepancies observed between the predicted and measured radii and temperatures of low-mass main sequence stars?,evidence_tension,stellar_activity-2014-000,stellar_activity,2014,2014-12-31,,27,0,0,0,0,0,1,0,0,0,1,0.20562401534836194,0.19349140746072474,12,0,0.8,4.2,2.2715633383201093,0.3,4,3,1,0.20562401534836194,0.7943759846516381,0.179422333520269,0,1,0.20562401534836194,1,0,0,0,0,0,0,0,0,0,0,0,537,0.01260533790286613,1.156989247311828,7,4.0,0,1,0,0,0,1,17,2017-10-06,34.0,False,True,partially_addressed,3,4,intact,0.9,gpt-4o,1
"What is the nature of the optical source in the region of the YSO emission, and how does it relate to the observed discrepancies in stellar activity and age for the G0V HAT-P-1b host star and its companion?",evidence_tension,stellar_activity-2014-001,stellar_activity,2014,2014-12-31,,38,1,0,0,0,0,0,0,0,0,1,0.24491717409674585,0.17519297163090766,2,3,0.4,2.0,2.0,0.6,3,6,1,0.24491717409674585,0.7550828259032542,0.14318677852506384,0,1,0.0546651338323185,0,0,0,0,0,0,0,0,0,0,0,0,537,0.01260533790286613,1.156989247311828,7,4.0,0,1,0,0,0,0,6,,,False,False,not_addressed,0,0,intact,1.0,gpt-4o,0
"What are the underlying causes of the discrepancies in total irradiance variation and absolute radiometry measurements between the Sun and stars with similar mean chromospheric activity, and how do these discrepancies relate to the solar activity cycle and the true neon abundance in the Sun?",evidence_tension,stellar_activity-2014-002,stellar_activity,2014,2014-12-31,,45,0,0,1,0,0,1,0,0,0,1,0.3660923285318466,0.2284126859178887,6,2,0.7,4.2,2.4,0.3,4,7,1,0.3660923285318466,0.6339076714681534,0.18406449935330949,1,0,0.07176465676368099,1,0,0,0,0,0,0,0,0,0,0,0,537,0.01260533790286613,1.156989247311828,7,4.0,0,1,0,0,0,0,6,,,False,False,not_addressed,0,7,intact,1.0,gpt-4o,0
"What are the specific mechanisms that differentiate the shock wave initiation in super-Alfvenic loop expansions compared to traditional CME-driven shocks, and how do these mechanisms affect the observed speeds of halo CMEs versus normal CMEs?",evidence_tension,stellar_activity-2014-003,stellar_activity,2014,2014-12-31,,35,0,0,1,1,1,0,0,0,0,0,0.23382847949513816,0.16995876719652556,2,0,0.3,3.6,1.4966629547095767,0.3,4,4,1,0.23382847949513816,0.7661715205048618,0.14835881715867155,0,1,0.1895140035957521,0,0,0,0,0,0,0,0,0,0,0,0,537,0.01260533790286613,1.156989247311828,7,4.0,0,1,0,0,0,0,5,,,False,False,not_addressed,0,8,intact,1.0,gpt-4o,0
